timestamp,transaction_type,token,amount
90516409,WITHDRAWAL,XRP,0.250582
90516344,WITHDRAWAL,XRP,0.967813
90516319,DEPOSIT,BTC,0.904872
90516309,DEPOSIT,XRP,0.308567
90516241,DEPOSIT,ETH,0.095382
90516172,DEPOSIT,ETH,0.983622
90516096,WITHDRAWAL,ETH,0.032297
90516067,DEPOSIT,ETH,0.179447
90516016,WITHDRAWAL,XRP,0.599243
90515917,WITHDRAWAL,BTC,0.759307
90515863,WITHDRAWAL,ETH,0.998815
90515777,DEPOSIT,BTC,0.241007
90515706,WITHDRAWAL,XRP,0.516773
90515650,DEPOSIT,XRP,0.106892
90515573,DEPOSIT,XRP,0.018231
90515483,DEPOSIT,BTC,0.475093
90515427,DEPOSIT,BTC,0.536387
90515383,WITHDRAWAL,BTC,0.161416
90515364,WITHDRAWAL,ETH,0.845255
90515298,DEPOSIT,XRP,0.657857
90515271,DEPOSIT,XRP,0.938248
90515245,WITHDRAWAL,BTC,0.169331
90515160,DEPOSIT,BTC,0.487202
90515071,DEPOSIT,ETH,0.274578
90515029,DEPOSIT,ETH,0.330400
90514977,WITHDRAWAL,BTC,0.862996
90514976,WITHDRAWAL,ETH,0.475666
90514901,DEPOSIT,ETH,0.997276
90514866,DEPOSIT,XRP,0.397015
90514816,DEPOSIT,BTC,0.777706
90514775,DEPOSIT,BTC,0.979477
90514751,DEPOSIT,BTC,0.632490
90514700,WITHDRAWAL,ETH,0.230900
90514624,WITHDRAWAL,BTC,0.222062
90514564,WITHDRAWAL,ETH,0.457563
90514541,DEPOSIT,ETH,0.394071
90514537,DEPOSIT,ETH,0.823208
90514510,DEPOSIT,ETH,0.105204
90514466,DEPOSIT,BTC,0.301356
90514465,DEPOSIT,ETH,0.506969
90514372,WITHDRAWAL,BTC,0.683422
90514360,DEPOSIT,BTC,0.506035
90514288,WITHDRAWAL,ETH,0.796202
90514250,DEPOSIT,BTC,0.815978
90514182,DEPOSIT,ETH,0.248176
90514151,DEPOSIT,BTC,0.140993
90514082,DEPOSIT,BTC,0.151246
90514062,WITHDRAWAL,BTC,0.351667
90514026,WITHDRAWAL,BTC,0.845339
90513950,DEPOSIT,ETH,0.858845
90513872,WITHDRAWAL,XRP,0.535673
90513824,DEPOSIT,BTC,0.302086
90513762,WITHDRAWAL,ETH,0.327907
90513736,DEPOSIT,BTC,0.837412
90513690,DEPOSIT,BTC,0.034228
90513607,WITHDRAWAL,ETH,0.222564
90513555,WITHDRAWAL,XRP,0.246922
90513552,DEPOSIT,BTC,0.644299
90513508,DEPOSIT,XRP,0.692399
90513491,WITHDRAWAL,BTC,0.024059
90513419,WITHDRAWAL,XRP,0.204938
90513385,DEPOSIT,XRP,0.756796
90513329,WITHDRAWAL,BTC,0.789477
90513260,DEPOSIT,BTC,0.590933
90513182,WITHDRAWAL,BTC,0.944590
90513103,DEPOSIT,ETH,0.738256
90513059,DEPOSIT,XRP,0.490252
90513037,DEPOSIT,XRP,0.110312
90512955,WITHDRAWAL,ETH,0.546851
90512951,DEPOSIT,BTC,0.459840
90512948,DEPOSIT,XRP,0.562174
90512884,DEPOSIT,BTC,0.132158
90512864,WITHDRAWAL,XRP,0.494240
90512858,DEPOSIT,XRP,0.077834
90512823,DEPOSIT,BTC,0.972351
90512772,WITHDRAWAL,BTC,0.078518
90512710,DEPOSIT,BTC,0.128161
90512674,WITHDRAWAL,BTC,0.663610
90512615,WITHDRAWAL,XRP,0.366123
90512601,DEPOSIT,ETH,0.526708
90512597,DEPOSIT,BTC,0.511384
90512544,WITHDRAWAL,XRP,0.680630
90512523,WITHDRAWAL,BTC,0.687872
90512488,DEPOSIT,ETH,0.312950
90512438,DEPOSIT,XRP,0.351245
90512380,DEPOSIT,XRP,0.851836
90512323,WITHDRAWAL,BTC,0.268008
90512286,DEPOSIT,BTC,0.324555
90512212,WITHDRAWAL,BTC,0.438895
90512163,WITHDRAWAL,BTC,0.729342
90512094,WITHDRAWAL,ETH,0.810303
90512055,WITHDRAWAL,BTC,0.041373
90512048,DEPOSIT,XRP,0.077396
90512030,WITHDRAWAL,BTC,0.602265
90512006,DEPOSIT,XRP,0.698391
90511932,WITHDRAWAL,ETH,0.450005
90511922,DEPOSIT,BTC,0.038108
90511894,DEPOSIT,XRP,0.432573
90511828,DEPOSIT,XRP,0.684311
90511802,DEPOSIT,BTC,0.497144
90511710,DEPOSIT,XRP,0.127740
90511662,WITHDRAWAL,XRP,0.032195
90511585,DEPOSIT,BTC,0.073192
90511545,WITHDRAWAL,XRP,0.102193
90511472,WITHDRAWAL,XRP,0.800699
90511472,WITHDRAWAL,BTC,0.594642
90511400,DEPOSIT,BTC,0.475631
90511312,DEPOSIT,ETH,0.599359
90511293,WITHDRAWAL,BTC,0.806726
90511268,WITHDRAWAL,BTC,0.641161
90511183,DEPOSIT,XRP,0.249094
90511165,DEPOSIT,XRP,0.229716
90511159,WITHDRAWAL,XRP,0.985248
90511120,DEPOSIT,ETH,0.877947
90511105,DEPOSIT,XRP,0.191260
90511028,WITHDRAWAL,XRP,0.081093
90510965,WITHDRAWAL,BTC,0.913215
90510922,DEPOSIT,ETH,0.376433
90510867,WITHDRAWAL,XRP,0.931433
90510846,WITHDRAWAL,BTC,0.356897
90510809,WITHDRAWAL,ETH,0.400305
90510776,DEPOSIT,ETH,0.956282
90510764,WITHDRAWAL,BTC,0.704569
90510685,WITHDRAWAL,BTC,0.775736
90510676,DEPOSIT,BTC,0.256822
90510621,DEPOSIT,ETH,0.664742
90510535,WITHDRAWAL,BTC,0.762339
90510528,DEPOSIT,ETH,0.047107
90510462,WITHDRAWAL,ETH,0.420075
90510419,DEPOSIT,BTC,0.550489
90510382,WITHDRAWAL,ETH,0.304476
90510309,WITHDRAWAL,ETH,0.360184
90510234,WITHDRAWAL,BTC,0.611676
90510196,DEPOSIT,BTC,0.565091
90510173,WITHDRAWAL,BTC,0.247752
90510173,DEPOSIT,BTC,0.967293
90510098,DEPOSIT,XRP,0.059866
90510067,DEPOSIT,XRP,0.411757
90509989,WITHDRAWAL,ETH,0.465940
90509976,DEPOSIT,BTC,0.841187
90509919,DEPOSIT,XRP,0.698303
90509902,WITHDRAWAL,XRP,0.046904
90509827,WITHDRAWAL,BTC,0.163023
90509740,WITHDRAWAL,BTC,0.731060
90509662,WITHDRAWAL,BTC,0.322240
90509641,DEPOSIT,XRP,0.754110
90509628,DEPOSIT,ETH,0.198722
90509543,WITHDRAWAL,XRP,0.085056
90509462,DEPOSIT,ETH,0.984324
90509441,DEPOSIT,BTC,0.044156
90509404,WITHDRAWAL,BTC,0.679067
90509394,DEPOSIT,BTC,0.284554
90509360,DEPOSIT,XRP,0.112376
90509313,DEPOSIT,BTC,0.980732
90509283,DEPOSIT,BTC,0.741372
90509224,DEPOSIT,BTC,0.277941
90509195,DEPOSIT,XRP,0.957524
90509193,DEPOSIT,XRP,0.085046
90509170,DEPOSIT,BTC,0.547745
90509124,WITHDRAWAL,BTC,0.858323
90509123,DEPOSIT,BTC,0.256981
90509103,DEPOSIT,ETH,0.769246
90509032,WITHDRAWAL,ETH,0.814643
90509013,WITHDRAWAL,BTC,0.234495
90508957,WITHDRAWAL,BTC,0.405141
90508917,DEPOSIT,BTC,0.645513
90508892,DEPOSIT,BTC,0.393331
90508830,DEPOSIT,ETH,0.474929
90508803,WITHDRAWAL,ETH,0.414636
90508750,DEPOSIT,BTC,0.364395
90508708,DEPOSIT,BTC,0.618867
90508662,DEPOSIT,BTC,0.027521
90508624,DEPOSIT,ETH,0.109078
90508576,WITHDRAWAL,XRP,0.180704
90508530,DEPOSIT,BTC,0.475999
90508477,WITHDRAWAL,XRP,0.663797
90508432,WITHDRAWAL,BTC,0.503450
90508380,WITHDRAWAL,BTC,0.701428
90508317,DEPOSIT,BTC,0.235531
90508289,WITHDRAWAL,ETH,0.122333
90508272,DEPOSIT,XRP,0.930713
90508188,DEPOSIT,XRP,0.502339
90508176,DEPOSIT,BTC,0.959959
90508142,DEPOSIT,XRP,0.868059
90508072,DEPOSIT,ETH,0.831601
90508072,DEPOSIT,ETH,0.358329
90508051,DEPOSIT,XRP,0.042808
90508037,DEPOSIT,ETH,0.261269
90507949,DEPOSIT,BTC,0.812925
90507853,DEPOSIT,BTC,0.268829
90507834,DEPOSIT,BTC,0.353426
90507798,WITHDRAWAL,BTC,0.636402
90507763,DEPOSIT,BTC,0.158188
90507694,DEPOSIT,ETH,0.920751
90507684,DEPOSIT,XRP,0.033792
90507631,DEPOSIT,ETH,0.744924
90507600,WITHDRAWAL,XRP,0.481230
90507519,DEPOSIT,XRP,0.513113
90507447,WITHDRAWAL,BTC,0.779531
90507359,DEPOSIT,ETH,0.168562
90507355,DEPOSIT,BTC,0.448640
90507308,DEPOSIT,ETH,0.040199
90507224,WITHDRAWAL,ETH,0.193343
90507150,DEPOSIT,XRP,0.272512
90507100,WITHDRAWAL,ETH,0.115866
90507040,DEPOSIT,ETH,0.194685
90506974,DEPOSIT,XRP,0.029376
90506893,DEPOSIT,BTC,0.039705
90506881,WITHDRAWAL,BTC,0.240928
90506793,WITHDRAWAL,BTC,0.407226
90506704,DEPOSIT,ETH,0.098362
90506671,WITHDRAWAL,BTC,0.753235
90506631,DEPOSIT,ETH,0.834570
90506553,DEPOSIT,ETH,0.379850
90506545,DEPOSIT,XRP,0.752956
90506521,DEPOSIT,BTC,0.450966
90506470,WITHDRAWAL,XRP,0.429124
90506451,DEPOSIT,BTC,0.423416
90506411,DEPOSIT,BTC,0.273285
90506329,WITHDRAWAL,BTC,0.062797
90506274,DEPOSIT,XRP,0.615375
90506266,WITHDRAWAL,XRP,0.587764
90506250,WITHDRAWAL,XRP,0.307250
90506157,WITHDRAWAL,BTC,0.214117
90506121,WITHDRAWAL,XRP,0.343248
90506057,WITHDRAWAL,ETH,0.006393
90506049,DEPOSIT,ETH,0.057346
90505996,WITHDRAWAL,BTC,0.178193
90505919,WITHDRAWAL,XRP,0.644604
90505913,WITHDRAWAL,ETH,0.302233
90505906,DEPOSIT,ETH,0.226221
90505899,DEPOSIT,BTC,0.058596
90505874,DEPOSIT,ETH,0.836402
90505812,WITHDRAWAL,XRP,0.866794
90505751,DEPOSIT,BTC,0.199093
90505669,WITHDRAWAL,ETH,0.708940
90505659,WITHDRAWAL,ETH,0.208707
90505580,DEPOSIT,XRP,0.370105
90505495,DEPOSIT,XRP,0.789860
90505459,WITHDRAWAL,XRP,0.525331
90505360,WITHDRAWAL,BTC,0.952535
90505341,WITHDRAWAL,BTC,0.698298
90505248,WITHDRAWAL,ETH,0.412132
90505236,WITHDRAWAL,BTC,0.046823
90505140,WITHDRAWAL,XRP,0.606079
90505041,DEPOSIT,BTC,0.318378
90504967,WITHDRAWAL,BTC,0.027333
90504914,WITHDRAWAL,ETH,0.913832
90504832,WITHDRAWAL,ETH,0.533547
90504825,WITHDRAWAL,ETH,0.146960
90504764,DEPOSIT,BTC,0.391597
90504702,WITHDRAWAL,XRP,0.471864
90504671,DEPOSIT,BTC,0.808419
90504657,DEPOSIT,BTC,0.000606
90504654,WITHDRAWAL,XRP,0.596074
90504620,DEPOSIT,XRP,0.739161
90504588,DEPOSIT,BTC,0.374047
90504560,DEPOSIT,ETH,0.465098
90504494,DEPOSIT,BTC,0.871018
90504427,WITHDRAWAL,BTC,0.783655
90504396,DEPOSIT,ETH,0.640594
90504391,WITHDRAWAL,ETH,0.878268
90504343,WITHDRAWAL,XRP,0.179471
90504270,DEPOSIT,ETH,0.731249
90504270,DEPOSIT,XRP,0.102563
90504176,WITHDRAWAL,ETH,0.091030
90504116,WITHDRAWAL,ETH,0.336836
90504103,DEPOSIT,BTC,0.974132
90504056,DEPOSIT,BTC,0.870299
90504052,WITHDRAWAL,ETH,0.003626
90503977,WITHDRAWAL,XRP,0.874977
90503940,WITHDRAWAL,ETH,0.420975
90503873,DEPOSIT,BTC,0.638051
90503817,WITHDRAWAL,ETH,0.966122
90503768,DEPOSIT,BTC,0.814389
90503752,DEPOSIT,BTC,0.146847
90503713,DEPOSIT,ETH,0.901866
90503712,WITHDRAWAL,XRP,0.490512
90503711,DEPOSIT,XRP,0.891372
90503667,WITHDRAWAL,XRP,0.678451
90503593,DEPOSIT,XRP,0.543082
90503591,WITHDRAWAL,ETH,0.378197
90503563,DEPOSIT,BTC,0.850179
90503494,DEPOSIT,ETH,0.911352
90503404,DEPOSIT,XRP,0.591026
90503361,DEPOSIT,ETH,0.390849
90503329,DEPOSIT,BTC,0.336750
90503326,DEPOSIT,BTC,0.148299
90503318,WITHDRAWAL,BTC,0.657325
90503224,WITHDRAWAL,BTC,0.023552
90503214,WITHDRAWAL,XRP,0.775868
90503138,DEPOSIT,ETH,0.523153
90503057,WITHDRAWAL,BTC,0.740749
90502998,WITHDRAWAL,XRP,0.810850
90502965,WITHDRAWAL,BTC,0.160568
90502954,DEPOSIT,ETH,0.239723
90502863,WITHDRAWAL,XRP,0.683039
90502848,DEPOSIT,BTC,0.477253
90502820,WITHDRAWAL,ETH,0.905892
90502789,DEPOSIT,BTC,0.383006
90502731,DEPOSIT,XRP,0.489437
90502670,WITHDRAWAL,XRP,0.926281
90502603,DEPOSIT,BTC,0.164484
90502557,WITHDRAWAL,BTC,0.026790
90502539,WITHDRAWAL,BTC,0.933420
90502519,WITHDRAWAL,XRP,0.361104
90502465,WITHDRAWAL,ETH,0.320355
90502369,DEPOSIT,ETH,0.367744
90502366,DEPOSIT,XRP,0.116149
90502318,WITHDRAWAL,XRP,0.842484
90502261,DEPOSIT,BTC,0.713513
90502222,WITHDRAWAL,ETH,0.713089
90502213,DEPOSIT,XRP,0.218598
90502140,WITHDRAWAL,ETH,0.172051
90502076,WITHDRAWAL,BTC,0.892069
90502005,WITHDRAWAL,BTC,0.870109
90501917,DEPOSIT,ETH,0.939894
90501829,WITHDRAWAL,BTC,0.241197
90501773,DEPOSIT,ETH,0.228686
90501745,DEPOSIT,BTC,0.280515
90501669,DEPOSIT,BTC,0.458511
90501601,DEPOSIT,BTC,0.658347
90501568,DEPOSIT,ETH,0.195113
90501521,DEPOSIT,XRP,0.607130
90501509,DEPOSIT,BTC,0.813029
90501467,WITHDRAWAL,ETH,0.486045
90501414,DEPOSIT,ETH,0.370277
90501382,WITHDRAWAL,BTC,0.464944
90501360,DEPOSIT,ETH,0.403581
90501304,WITHDRAWAL,ETH,0.957725
90501253,DEPOSIT,BTC,0.508808
90501220,DEPOSIT,XRP,0.425338
90501162,DEPOSIT,BTC,0.473571
90501086,WITHDRAWAL,XRP,0.691770
90501053,WITHDRAWAL,XRP,0.810142
90500999,DEPOSIT,BTC,0.111715
90500986,WITHDRAWAL,ETH,0.151045
90500923,DEPOSIT,ETH,0.287423
90500881,DEPOSIT,BTC,0.127628
90500797,WITHDRAWAL,BTC,0.819625
90500714,WITHDRAWAL,XRP,0.418082
90500636,DEPOSIT,ETH,0.110843
90500592,WITHDRAWAL,ETH,0.695075
90500523,WITHDRAWAL,BTC,0.576322
90500454,DEPOSIT,ETH,0.407996
90500383,DEPOSIT,XRP,0.231242
90500370,DEPOSIT,ETH,0.872938
90500355,WITHDRAWAL,BTC,0.030657
90500324,DEPOSIT,ETH,0.898289
90500294,WITHDRAWAL,BTC,0.703471
90500248,DEPOSIT,BTC,0.250841
90500227,DEPOSIT,ETH,0.141702
90500195,WITHDRAWAL,BTC,0.492664
90500170,DEPOSIT,BTC,0.621648
90500090,WITHDRAWAL,XRP,0.382940
90500020,DEPOSIT,BTC,0.199421
90499964,WITHDRAWAL,XRP,0.228246
90499895,DEPOSIT,BTC,0.323932
90499888,DEPOSIT,ETH,0.162715
90499840,WITHDRAWAL,ETH,0.945669
90499804,WITHDRAWAL,ETH,0.379262
90499717,WITHDRAWAL,BTC,0.723954
90499643,WITHDRAWAL,BTC,0.567050
90499611,DEPOSIT,XRP,0.575608
90499574,DEPOSIT,BTC,0.380973
90499525,WITHDRAWAL,BTC,0.748184
90499504,DEPOSIT,BTC,0.382845
90499439,WITHDRAWAL,XRP,0.507415
90499345,DEPOSIT,XRP,0.909034
90499285,WITHDRAWAL,ETH,0.851888
90499192,DEPOSIT,ETH,0.412342
90499152,DEPOSIT,XRP,0.327314
90499053,DEPOSIT,BTC,0.824541
90498981,WITHDRAWAL,ETH,0.634839
90498915,WITHDRAWAL,BTC,0.632661
90498876,DEPOSIT,BTC,0.238666
90498817,DEPOSIT,BTC,0.953944
90498747,DEPOSIT,XRP,0.371987
90498693,DEPOSIT,BTC,0.301174
90498660,WITHDRAWAL,BTC,0.370201
90498572,DEPOSIT,XRP,0.075656
90498543,WITHDRAWAL,BTC,0.579938
90498473,DEPOSIT,ETH,0.354992
90498447,WITHDRAWAL,ETH,0.869047
90498420,WITHDRAWAL,BTC,0.422118
90498402,WITHDRAWAL,BTC,0.176144
90498376,DEPOSIT,BTC,0.266168
90498340,WITHDRAWAL,ETH,0.930182
90498268,WITHDRAWAL,XRP,0.205563
90498226,DEPOSIT,BTC,0.639983
90498187,WITHDRAWAL,ETH,0.414002
90498095,WITHDRAWAL,BTC,0.615585
90498021,WITHDRAWAL,BTC,0.489059
90498011,DEPOSIT,ETH,0.650857
90497937,DEPOSIT,XRP,0.870057
90497864,DEPOSIT,BTC,0.076785
90497788,DEPOSIT,BTC,0.469883
90497768,WITHDRAWAL,BTC,0.398199
90497713,DEPOSIT,BTC,0.374415
90497674,DEPOSIT,ETH,0.199817
90497585,DEPOSIT,ETH,0.426598
90497538,DEPOSIT,BTC,0.939056
90497517,DEPOSIT,ETH,0.498059
90497469,DEPOSIT,BTC,0.125117
90497433,WITHDRAWAL,ETH,0.264173
90497428,DEPOSIT,BTC,0.601228
90497339,WITHDRAWAL,BTC,0.777543
90497331,WITHDRAWAL,BTC,0.029195
90497278,DEPOSIT,BTC,0.545182
90497198,DEPOSIT,BTC,0.259969
90497147,WITHDRAWAL,XRP,0.643930
90497114,WITHDRAWAL,ETH,0.934523
90497050,DEPOSIT,ETH,0.718744
90497016,DEPOSIT,BTC,0.168252
90496918,WITHDRAWAL,BTC,0.807361
90496884,WITHDRAWAL,XRP,0.534589
90496817,DEPOSIT,BTC,0.556478
90496755,DEPOSIT,BTC,0.640581
90496661,DEPOSIT,XRP,0.282694
90496586,DEPOSIT,XRP,0.800096
90496511,DEPOSIT,BTC,0.759365
90496480,DEPOSIT,BTC,0.875484
90496398,DEPOSIT,BTC,0.475426
90496340,WITHDRAWAL,BTC,0.852154
90496316,DEPOSIT,BTC,0.815536
90496278,DEPOSIT,BTC,0.355983
90496208,WITHDRAWAL,XRP,0.722010
90496136,DEPOSIT,XRP,0.983874
90496108,DEPOSIT,ETH,0.992014
90496080,WITHDRAWAL,XRP,0.412886
90496061,WITHDRAWAL,XRP,0.316115
90496013,WITHDRAWAL,ETH,0.011081
90495956,WITHDRAWAL,BTC,0.813719
90495927,WITHDRAWAL,ETH,0.447722
90495876,DEPOSIT,XRP,0.934657
90495799,DEPOSIT,XRP,0.270523
90495749,WITHDRAWAL,BTC,0.180563
90495691,DEPOSIT,XRP,0.710860
90495592,DEPOSIT,XRP,0.547669
90495499,WITHDRAWAL,XRP,0.614851
90495419,DEPOSIT,ETH,0.273488
90495345,DEPOSIT,XRP,0.823293
90495317,DEPOSIT,XRP,0.476131
90495247,DEPOSIT,XRP,0.491762
90495215,WITHDRAWAL,ETH,0.674231
90495206,DEPOSIT,BTC,0.245130
90495181,WITHDRAWAL,XRP,0.333315
90495180,WITHDRAWAL,BTC,0.484033
90495081,WITHDRAWAL,XRP,0.905615
90495018,WITHDRAWAL,BTC,0.959420
90494948,DEPOSIT,XRP,0.546290
90494941,DEPOSIT,XRP,0.223495
90494907,DEPOSIT,ETH,0.625149
90494883,DEPOSIT,ETH,0.266194
90494806,DEPOSIT,XRP,0.348198
90494734,WITHDRAWAL,XRP,0.765016
90494672,WITHDRAWAL,XRP,0.053014
90494654,DEPOSIT,ETH,0.632036
90494592,WITHDRAWAL,BTC,0.199364
90494519,WITHDRAWAL,ETH,0.513100
90494445,WITHDRAWAL,BTC,0.655676
90494361,WITHDRAWAL,XRP,0.892432
90494321,WITHDRAWAL,BTC,0.923002
90494275,WITHDRAWAL,BTC,0.424228
90494274,WITHDRAWAL,ETH,0.677722
90494198,WITHDRAWAL,ETH,0.239319
90494143,DEPOSIT,BTC,0.020890
90494081,DEPOSIT,XRP,0.912595
90493986,WITHDRAWAL,ETH,0.064624
90493928,WITHDRAWAL,BTC,0.233824
90493879,DEPOSIT,XRP,0.735046
90493798,WITHDRAWAL,BTC,0.882987
90493779,WITHDRAWAL,ETH,0.856472
90493740,DEPOSIT,BTC,0.298166
90493738,DEPOSIT,BTC,0.748169
90493709,WITHDRAWAL,ETH,0.004857
90493668,WITHDRAWAL,BTC,0.977355
90493630,DEPOSIT,XRP,0.975747
90493628,WITHDRAWAL,ETH,0.926707
90493576,DEPOSIT,XRP,0.475071
90493513,DEPOSIT,ETH,0.583996
90493423,DEPOSIT,XRP,0.179867
90493419,DEPOSIT,ETH,0.830266
90493366,DEPOSIT,XRP,0.995823
90493356,DEPOSIT,ETH,0.086882
90493352,DEPOSIT,XRP,0.236709
90493288,DEPOSIT,ETH,0.806672
90493250,DEPOSIT,XRP,0.013792
90493205,DEPOSIT,ETH,0.663367
90493178,DEPOSIT,BTC,0.851688
90493097,DEPOSIT,BTC,0.600443
90493074,DEPOSIT,XRP,0.750937
90493057,WITHDRAWAL,ETH,0.421650
90493031,DEPOSIT,BTC,0.709827
90492938,DEPOSIT,ETH,0.906375
